timestamp,actual_rate,current_sample_rate,delta
1761838007,0.099801,0.172733,-0.008613
1761838010,0.100054,0.158943,-0.013791
1761838013,0.100144,0.144029,-0.014914
1761838016,0.100216,0.130024,-0.014005
1761838019,0.100269,0.116495,-0.013529
1761838022,0.100287,0.105203,-0.011292
1761838025,0.100286,0.087649,-0.017553
1761838028,0.100250,0.075126,-0.012523
1761838031,0.100196,0.067118,-0.008009
1761838034,0.100124,0.062703,-0.004415
1761838037,0.100053,0.061054,-0.001649
1761838040,0.099912,0.065561,0.004508
1761838043,0.099841,0.072324,0.006763
1761838046,0.099789,0.080138,0.007814
1761838049,0.099754,0.088189,0.008051
1761838052,0.099719,0.096441,0.008251
1761838055,0.099685,0.109776,0.013335
1761838058,0.099686,0.121280,0.011505
1761838061,0.099721,0.130322,0.009042
1761838064,0.099774,0.136906,0.006583
1761838067,0.099826,0.145417,0.008511
1761838070,0.099965,0.146539,0.001122
1761838073,0.100035,0.145367,-0.001171
1761838076,0.100103,0.142299,-0.003068
1761838079,0.100172,0.132160,-0.010139
1761838082,0.100223,0.121310,-0.010850
1761838085,0.100291,0.110689,-0.010621
1761838088,0.100308,0.100701,-0.009987
1761838091,0.100307,0.091721,-0.008980
1761838094,0.100290,0.073454,-0.018267
1761838097,0.100238,0.061290,-0.012165
1761838100,0.100102,0.057561,-0.003728
1761838103,0.100017,0.057053,-0.000508
1761838106,0.099932,0.059168,0.002115
1761838109,0.099848,0.067040,0.007873
1761838112,0.099781,0.076635,0.009595
1761838115,0.099681,0.087455,0.010820
1761838118,0.099648,0.098168,0.010713
1761838121,0.099632,0.115215,0.017047
1761838124,0.099649,0.129157,0.013942
1761838127,0.099683,0.140277,0.011120
1761838130,0.099817,0.149726,0.009449
1761838133,0.099884,0.154786,0.005060
1761838136,0.099967,0.155991,0.001205
1761838139,0.100050,0.154226,-0.001764
1761838142,0.100132,0.150097,-0.004129
1761838145,0.100296,0.131819,-0.018278
1761838148,0.100345,0.114329,-0.017490
1761838151,0.100361,0.098650,-0.015679
1761838154,0.100344,0.085577,-0.013073
1761838157,0.100310,0.075073,-0.010504
1761838160,0.100212,0.061753,-0.013320
1761838163,0.100146,0.054239,-0.007514
1761838166,0.100065,0.051435,-0.002804
1761838169,0.099984,0.052139,0.000704
1761838172,0.099903,0.055564,0.003426
1761838175,0.099742,0.068449,0.012885
1761838178,0.099742,0.081148,0.012698
1761838181,0.099742,0.093846,0.012698
1761838184,0.099742,0.106544,0.012698
1761838187,0.099742,0.119243,0.012698
